date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:30	19960/19960	---MCZ	200	added ('OK')	text/html	etag:%22161d50-4df8-556b152d13839-gzip%22	http://math.iisc.ac.in/newseminars.htm	math.iisc.ac.in/newseminars.html	(from http://math.iisc.ac.in/)
15:42:30	327/327	---M-Z	200	added ('OK')	image/gif	etag:%221604dd-147-464c53850d8c0-gzip%22	http://math.iisc.ac.in/images/lnk-seminar1old.gif	math.iisc.ac.in/images/lnk-seminar1old.gif	(from http://math.iisc.ac.in/)
15:42:31	277/277	---M-Z	200	added ('OK')	image/gif	etag:%221604de-115-464c5386f5d40-gzip%22	http://math.iisc.ac.in/images/lnk-seminarold.gif	math.iisc.ac.in/images/lnk-seminarold.gif	(from http://math.iisc.ac.in/)
15:42:31	14216/14216	---M-Z	200	added ('OK')	text/html	etag:%221611c8-3788-5563e6b65c4c3-gzip%22	http://math.iisc.ac.in/people.htm	math.iisc.ac.in/people.html	(from http://math.iisc.ac.in/)
15:42:31	264/264	---M-Z	200	added ('OK')	image/gif	etag:%221604c8-108-464c5386f5d40-gzip%22	http://math.iisc.ac.in/images/lnk-people.gif	math.iisc.ac.in/images/lnk-people.gif	(from http://math.iisc.ac.in/)
15:42:31	321/321	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Aug%202017%2010:57:39%20GMT	http://math.iisc.ac.in/~mathbio	math.iisc.ac.in/_mathbio	(from http://math.iisc.ac.in/)
15:42:32	423/423	---M-Z	200	added ('OK')	image/gif	etag:%221604b6-1a7-479d4a13d0100-gzip%22	http://math.iisc.ac.in/images/lnk-mathbioo1.gif	math.iisc.ac.in/images/lnk-mathbioo1.gif	(from http://math.iisc.ac.in/)
15:42:32	381/381	---M-Z	200	added ('OK')	image/gif	etag:%221604b5-17d-479d4a0a46a80-gzip%22	http://math.iisc.ac.in/images/lnk-mathbioo.gif	math.iisc.ac.in/images/lnk-mathbioo.gif	(from http://math.iisc.ac.in/)
15:42:33	10370/10370	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Aug%202017%2010:57:40%20GMT	http://math.iisc.ac.in/~mathbio/	math.iisc.ac.in/_mathbio/index.html	(from http://math.iisc.ac.in/)
15:42:33	18172/18172	---MCZ	200	added ('OK')	text/html	etag:%22161d4d-46fc-5563e6c506344-gzip%22	http://math.iisc.ac.in/research.htm	math.iisc.ac.in/research.html	(from http://math.iisc.ac.in/)
15:42:33	281/281	---M-Z	200	added ('OK')	image/gif	etag:%221604d6-119-464c53850d8c0-gzip%22	http://math.iisc.ac.in/images/lnk-research.gif	math.iisc.ac.in/images/lnk-research.gif	(from http://math.iisc.ac.in/)
15:42:34	319/319	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Aug%202017%2010:57:41%20GMT	http://math.iisc.ac.in/~ifcam	math.iisc.ac.in/_ifcam	(from http://math.iisc.ac.in/)
15:42:34	625/625	---M-Z	200	added ('OK')	image/gif	etag:%22160480-271-4d3edb6b70440-gzip%22	http://math.iisc.ac.in/images/ifcam1.gif	math.iisc.ac.in/images/ifcam1.gif	(from http://math.iisc.ac.in/)
15:42:34	3877/3877	---M-Z	200	added ('OK')	text/html	etag:%22580068-f25-53c99552e147c-gzip%22	http://math.iisc.ac.in/~ifcam/	math.iisc.ac.in/_ifcam/index.html	(from http://math.iisc.ac.in/)
15:42:35	1166/1166	---M-Z	200	added ('OK')	image/gif	etag:%2216047f-48e-4d3edb65b76c0-gzip%22	http://math.iisc.ac.in/images/ifcam.gif	math.iisc.ac.in/images/ifcam.gif	(from http://math.iisc.ac.in/)
15:42:35	360/360	---M-Z	200	added ('OK')	image/gif	etag:%22160497-168-464c53850d8c0-gzip%22	http://math.iisc.ac.in/images/lnk-degree.gif	math.iisc.ac.in/images/lnk-degree.gif	(from http://math.iisc.ac.in/)
15:42:35	317/317	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Aug%202017%2010:57:42%20GMT	http://math.iisc.ac.in/~nmi	math.iisc.ac.in/_nmi	(from http://math.iisc.ac.in/)
15:42:36	524/524	---M-Z	200	added ('OK')	image/gif	etag:%221604c0-20c-4ddb109ba5940-gzip%22	http://math.iisc.ac.in/images/lnk-nmi.gif	math.iisc.ac.in/images/lnk-nmi.gif	(from http://math.iisc.ac.in/)
15:42:36	18336/18336	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Aug%202017%2010:57:43%20GMT	http://math.iisc.ac.in/~nmi/	math.iisc.ac.in/_nmi/index.html	(from http://math.iisc.ac.in/)
15:42:36	29344/29344	---MCZ	200	added ('OK')	text/html	etag:%22161d60-72a0-55667622de332-gzip%22	http://math.iisc.ac.in/newcourse.htm	math.iisc.ac.in/newcourse.html	(from http://math.iisc.ac.in/)
15:42:36	269/269	---M-Z	200	added ('OK')	image/gif	etag:%22160495-10d-464c5386f5d40-gzip%22	http://math.iisc.ac.in/images/lnk-courses.gif	math.iisc.ac.in/images/lnk-courses.gif	(from http://math.iisc.ac.in/)
